fig_id	baseline	group_id	group_type
fig|511145.183.peg.1847	98.8356449520366	2NitrResi	subsystem
fig|511145.183.peg.1845	47.8856391756175	2NitrResi	subsystem
fig|511145.183.peg.2418	100.689672570941	BiotSyntUtil	subsystem
fig|511145.183.peg.4050	237.766375472622	BiotSyntUtil	subsystem
fig|511145.183.peg.3490	76.5463832528859	BiotSyntUtil	subsystem
fig|511145.183.peg.783	86.5462855743949	BiotSyntUtil	subsystem
fig|511145.183.peg.784	96.8394474970407	BiotSyntUtil	subsystem
fig|511145.183.peg.785	83.7172574774933	BiotSyntUtil	subsystem
fig|511145.183.peg.786	71.8909451542876	BiotSyntUtil	subsystem
fig|511145.183.peg.787	67.826263804786	BiotSyntUtil	subsystem
fig|511145.183.peg.4064	81.9443728216609	BiotSyntUtil	subsystem
fig|511145.183.peg.3935	138.851095177603	BiotSyntUtil	subsystem
fig|511145.183.peg.1641	100.577362228184	BiotSyntUtil	subsystem
fig|511145.183.peg.3337	212.417957213675	BiotSyntUtil	subsystem
fig|511145.183.peg.1862	75.3673852401163	BiotSyntUtil	subsystem
fig|511145.183.peg.4292	70.039288063483	LAscoUtil	subsystem
fig|511145.183.peg.4293	53.569201311316	LAscoUtil	subsystem
fig|511145.183.peg.4290	49.5022322669624	LAscoUtil	subsystem
fig|511145.183.peg.4291	64.7505745704408	LAscoUtil	subsystem
fig|511145.183.peg.4289	63.8886675586188	LAscoUtil	subsystem
fig|511145.183.peg.3671	61.8381738392284	LAscoUtil	subsystem
fig|511145.183.peg.4296	87.7182705295082	LAscoUtil	subsystem
fig|511145.183.peg.4294	73.5236994690177	LAscoUtil	subsystem
fig|511145.183.peg.4295	78.2648337495467	LAscoUtil	subsystem
fig|511145.183.peg.3679	64.2233761751026	LAscoUtil	subsystem
fig|511145.183.peg.63	96.5678558704296	LAscoUtil	subsystem
fig|511145.183.peg.61	74.0278554967348	LAscoUtil	subsystem
fig|511145.183.peg.3676	72.9985927534667	LAscoUtil	subsystem
fig|511145.183.peg.288	92.8796860655057	MolyCytoDinu	subsystem
fig|511145.183.peg.2947	80.2437774874477	MolyCytoDinu	subsystem
fig|511145.183.peg.289	94.0852270487848	MolyCytoDinu	subsystem
fig|511145.183.peg.2946	69.5873497400576	MolyCytoDinu	subsystem
fig|511145.183.peg.2956	61.1968602735856	MolyCytoDinu	subsystem
fig|511145.183.peg.2945	64.8195881108191	MolyCytoDinu	subsystem
fig|511145.183.peg.290	69.9607990179092	MolyCytoDinu	subsystem
fig|511145.183.peg.2960	67.6893753769314	MolyCytoDinu	subsystem
fig|511145.183.peg.3942	62.6903912264583	MolyCytoDinu	subsystem
fig|511145.183.peg.87	133.750451994422	UdpNAcetDipeDiam	subsystem
fig|511145.183.peg.88	144.565048146539	UdpNAcetDipeDiam	subsystem
fig|511145.183.peg.86	124.585227670285	UdpNAcetDipeDiam	subsystem
fig|511145.183.peg.642	94.5219457131371	DeamGlutAmid	subsystem
fig|511145.183.peg.643	63.9807973822088	DeamGlutAmid	subsystem
fig|511145.183.peg.2763	161.949019069297	DeamGlutAmid	subsystem
fig|511145.183.peg.3026	155.102907019552	DeamGlutAmid	subsystem
fig|511145.183.peg.740	296.656933259226	LipoAcidMeta	subsystem
fig|511145.183.peg.115	275.258924373791	LipoAcidMeta	subsystem
fig|511145.183.peg.645	204.62591900594	LipoAcidMeta	subsystem
fig|511145.183.peg.647	86.9983618923041	LipoAcidMeta	subsystem
fig|511145.183.peg.648	385.037160423188	LipoAcidMeta	subsystem
fig|511145.183.peg.4501	103.872575143495	LipoAcidMeta	subsystem
fig|511145.183.peg.2984	157.097743064759	LipoAcidMeta	subsystem
fig|511145.183.peg.550	70.1140347207377	SmalEfflTranSmrFami	subsystem
fig|511145.183.peg.4249	131.793277030034	SmalEfflTranSmrFami	subsystem
fig|511145.183.peg.3363	188.425342905575	TranInitFactBact	subsystem
fig|511145.183.peg.893	702.242268522974	TranInitFactBact	subsystem
fig|511145.183.peg.1771	1490.77885977124	TranInitFactBact	subsystem
fig|511145.183.peg.3362	286.636197987746	TranInitFactBact	subsystem
fig|511145.183.peg.1310	78.3559619963672	TranInitFactBact	subsystem
fig|511145.183.peg.3249	302.306602070399	TranInitFactBact	subsystem
fig|511145.183.peg.3248	189.93808418153	TranInitFactBact	subsystem
fig|511145.183.peg.4328	73.454387931373	GalaAbcTranYtfqYjff	subsystem
fig|511145.183.peg.4326	70.3866210774605	GalaAbcTranYtfqYjff	subsystem
fig|511145.183.peg.4327	70.2993879914386	GalaAbcTranYtfqYjff	subsystem
fig|511145.183.peg.4325	81.7603967411287	GalaAbcTranYtfqYjff	subsystem
fig|511145.183.peg.1956	110.973068308968	TrehSynt	subsystem
fig|511145.183.peg.1957	142.859472829013	TrehSynt	subsystem
fig|511145.183.peg.1259	163.429383198136	TrehSynt	subsystem
fig|511145.183.peg.3100	87.3339639614666	FtseCellDiviAsso	subsystem
fig|511145.183.peg.3713	124.606497378857	FtseCellDiviAsso	subsystem
fig|511145.183.peg.3544	113.314943348126	FtseCellDiviAsso	subsystem
fig|511145.183.peg.3543	297.415672667234	FtseCellDiviAsso	subsystem
fig|511145.183.peg.3546	128.498112094485	FtseCellDiviAsso	subsystem
fig|511145.183.peg.3545	135.436716513776	FtseCellDiviAsso	subsystem
fig|511145.183.peg.1715	132.672267462751	RiboSyntClus	subsystem
fig|511145.183.peg.1309	85.128993875747	RiboSyntClus	subsystem
fig|511145.183.peg.425	122.243958931663	RiboSyntClus	subsystem
fig|511145.183.peg.2082	123.49650471235	RiboSyntClus	subsystem
fig|511145.183.peg.3122	208.820447534284	RiboSyntClus	subsystem
fig|511145.183.peg.3463	128.474229261338	RiboSyntClus	subsystem
fig|511145.183.peg.2772	94.8475849968561	RiboSyntClus	subsystem
fig|511145.183.peg.4133	109.225221259708	RiboSyntClus	subsystem
fig|511145.183.peg.421	149.935105585667	RiboSyntClus	subsystem
fig|511145.183.peg.422	189.647224174779	RiboSyntClus	subsystem
fig|511145.183.peg.423	243.021572772964	RiboSyntClus	subsystem
fig|511145.183.peg.2075	152.301534913747	RiboSyntClus	subsystem
fig|511145.183.peg.424	91.8692745644068	RiboSyntClus	subsystem
fig|511145.183.peg.1127	114.351554061628	RiboSyntClus	subsystem
fig|511145.183.peg.1304	164.969723005794	RiboSyntClus	subsystem
fig|511145.183.peg.3975	112.112910055806	RiboSyntClus	subsystem
fig|511145.183.peg.3770	102.617365280679	HexoPhosTranSyst	subsystem
fig|511145.183.peg.3768	89.0850541795889	HexoPhosTranSyst	subsystem
fig|511145.183.peg.3767	87.9569295659969	HexoPhosTranSyst	subsystem
fig|511145.183.peg.3769	87.104552536371	HexoPhosTranSyst	subsystem
fig|511145.183.peg.772	144.665614426019	AbcTranTung	subsystem
fig|511145.183.peg.773	122.929410653787	AbcTranTung	subsystem
fig|511145.183.peg.774	104.651381511989	AbcTranTung	subsystem
fig|511145.183.peg.402	69.8070977786262	Rad5Mre1DnaRepaClus	subsystem
fig|511145.183.peg.403	71.258021629419	Rad5Mre1DnaRepaClus	subsystem
fig|511145.183.peg.100	150.087532878706	LipoTranOuteMemb	subsystem
fig|511145.183.peg.1232	117.462115114787	LipoTranOuteMemb	subsystem
fig|511145.183.peg.901	146.336755786212	LipoTranOuteMemb	subsystem
fig|511145.183.peg.1134	96.5675396217334	LipoTranOuteMemb	subsystem
fig|511145.183.peg.1135	87.584058550434	LipoTranOuteMemb	subsystem
fig|511145.183.peg.1136	83.2250709213962	LipoTranOuteMemb	subsystem
fig|511145.183.peg.3465	210.572371830394	ShikKinaContClus	subsystem
fig|511145.183.peg.3464	85.2544522342962	ShikKinaContClus	subsystem
fig|511145.183.peg.3467	228.556923386889	ShikKinaContClus	subsystem
fig|511145.183.peg.3466	205.45514121756	ShikKinaContClus	subsystem
fig|511145.183.peg.478	157.873688423988	DnaProcClus	subsystem
fig|511145.183.peg.479	274.58890302969	DnaProcClus	subsystem
fig|511145.183.peg.480	175.07676747007	DnaProcClus	subsystem
fig|511145.183.peg.1480	67.1429662448349	ToxiAntiSystHica	subsystem
fig|511145.183.peg.1479	87.3226979350637	ToxiAntiSystHica	subsystem
fig|511145.183.peg.622	913.86637513226	AlkyHydrRedu	subsystem
fig|511145.183.peg.623	195.910630248132	AlkyHydrRedu	subsystem
fig|511145.183.peg.1835	1481.38225901851	Glyc	subsystem
fig|511145.183.peg.2858	528.711304069912	Glyc	subsystem
fig|511145.183.peg.1728	203.594746349569	Glyc	subsystem
fig|511145.183.peg.1915	178.143668181714	Glyc	subsystem
fig|511145.183.peg.4111	230.06632297991	Glyc	subsystem
fig|511145.183.peg.2155	156.400937170456	Glyc	subsystem
fig|511145.183.peg.4013	319.723825911039	Glyc	subsystem
fig|511145.183.peg.4010	257.705044889217	Glyc	subsystem
fig|511145.183.peg.763	419.674877892054	Glyc	subsystem
fig|511145.183.peg.1755	228.349328599922	Glyc	subsystem
fig|511145.183.peg.4329	208.771147922286	Glyc	subsystem
fig|511145.183.peg.2465	131.409213245252	Glyc	subsystem
fig|511145.183.peg.1454	172.731452499342	Glyc	subsystem
fig|511145.183.peg.1455	134.263599248147	Glyc	subsystem
fig|511145.183.peg.3007	358.357551616541	Glyc	subsystem
fig|511145.183.peg.4511	92.2165501028636	Glyc	subsystem
fig|511145.183.peg.1456	443.793161202408	Glyc	subsystem
fig|511145.183.peg.1021	66.7806502029782	RutPathPyriDegr	subsystem
fig|511145.183.peg.1022	72.0929469758487	RutPathPyriDegr	subsystem
fig|511145.183.peg.1023	64.198662717336	RutPathPyriDegr	subsystem
fig|511145.183.peg.1028	70.4738058548175	RutPathPyriDegr	subsystem
fig|511145.183.peg.1024	63.2293194429994	RutPathPyriDegr	subsystem
fig|511145.183.peg.1025	45.7084671055365	RutPathPyriDegr	subsystem
fig|511145.183.peg.1026	60.6487015180986	RutPathPyriDegr	subsystem
fig|511145.183.peg.1027	76.2013527164495	RutPathPyriDegr	subsystem
fig|511145.183.peg.1627	26.1563980229256	LambPhag	subsystem
fig|511145.183.peg.571	57.5196055119501	LambPhag	subsystem
fig|511145.183.peg.1593	60.2255769418131	LambPhag	subsystem
fig|511145.183.peg.574	48.8552578415442	LambPhag	subsystem
fig|511145.183.peg.1166	42.9070656839375	LambPhag	subsystem
fig|511145.183.peg.1160	62.6364774614843	LambPhag	subsystem
fig|511145.183.peg.565	42.5440166110512	LambPhag	subsystem
fig|511145.183.peg.544	52.7651691348893	LambPhag	subsystem
fig|511145.183.peg.1600	24.6560059821811	LambPhag	subsystem
fig|511145.183.peg.2516	79.2642042073731	LambPhag	subsystem
fig|511145.183.peg.1167	115.078194715635	LambPhag	subsystem
fig|511145.183.peg.1399	26.8516455105821	LambPhag	subsystem
fig|511145.183.peg.1377	28.7693441482325	LambPhag	subsystem
fig|511145.183.peg.4368	40.7450579925355	LambPhag	subsystem
fig|511145.183.peg.2424	39.7731114324696	LambPhag	subsystem
fig|511145.183.peg.1378	67.8081960033333	LambPhag	subsystem
fig|511145.183.peg.2698	70.5245651655142	LambPhag	subsystem
fig|511145.183.peg.1159	26.8460136428785	LambPhag	subsystem
fig|511145.183.peg.3685	119.533315124843	MethMeta	subsystem
fig|511145.183.peg.210	83.5571151570071	MethMeta	subsystem
fig|511145.183.peg.190	108.806422195839	MethMeta	subsystem
fig|511145.183.peg.976	209.822837041155	MethMeta	subsystem
fig|511145.183.peg.1702	188.323648513416	MethMeta	subsystem
fig|511145.183.peg.1453	118.453041183836	MethMeta	subsystem
fig|511145.183.peg.209	150.559028706049	MethMeta	subsystem
fig|511145.183.peg.10	109.870941432715	511145.183:AR2	regulon
fig|511145.183.peg.10	109.870941432715	511145.183:satP	operon
fig|511145.183.peg.101	62.7169737882658	511145.183:AR2	regulon
fig|511145.183.peg.101	62.7169737882658	511145.183:secMA-mutT	operon
fig|511145.183.peg.1036	85.6688653204802	511145.183:efeU-repair	modulon
fig|511145.183.peg.1036	85.6688653204802	511145.183:FecI	modulon
fig|511145.183.peg.1036	85.6688653204802	511145.183:AR2	regulon
fig|511145.183.peg.1036	85.6688653204802	511145.183:efeOB	operon
fig|511145.183.peg.102	161.728541789074	511145.183:AR2	regulon
fig|511145.183.peg.102	161.728541789074	511145.183:coaE-zapD-yacG	operon
fig|511145.183.peg.1049	144.880046608328	511145.183:AR2	regulon
fig|511145.183.peg.1049	144.880046608328	511145.183:ycdXY	operon
fig|511145.183.peg.1066	120.071847774304	511145.183:AR2	regulon
fig|511145.183.peg.1066	120.071847774304	511145.183:opgGH	operon
fig|511145.183.peg.1070	90.3418599711544	511145.183:AR2	regulon
fig|511145.183.peg.1070	90.3418599711544	511145.183:lpxL	operon
fig|511145.183.peg.1080	118.193651952103	511145.183:AR2	regulon
fig|511145.183.peg.1080	118.193651952103	511145.183:yceB	operon
fig|511145.183.peg.1082	72.1942166280404	511145.183:AR2	regulon
fig|511145.183.peg.1082	72.1942166280404	511145.183:mdtH	operon
fig|511145.183.peg.1085	98.4490683728241	511145.183:AR2	regulon
fig|511145.183.peg.1085	98.4490683728241	511145.183:yceM	operon
fig|511145.183.peg.1086	70.0041253858663	511145.183:AR2	regulon
fig|511145.183.peg.1086	70.0041253858663	511145.183:murJ	operon
fig|511145.183.peg.1115	97.9860193502083	511145.183:AR2	regulon
fig|511145.183.peg.1115	97.9860193502083	511145.183:pabC-mltG-tmk-holB-ycfH	operon
fig|511145.183.peg.109	97.3742160626447	511145.183:AR2	regulon
fig|511145.183.peg.109	97.3742160626447	511145.183:nadC	operon
fig|511145.183.peg.1132	101.079625819539	511145.183:AR2	regulon
fig|511145.183.peg.1132	101.079625819539	511145.183:mfd	operon
fig|511145.183.peg.11	48.565115489349	511145.183:AR2	regulon
fig|511145.183.peg.11	48.565115489349	511145.183:yaaW	operon
fig|511145.183.peg.110	109.810596372964	511145.183:AR2	regulon
fig|511145.183.peg.110	109.810596372964	511145.183:ampDE	operon
fig|511145.183.peg.1134	96.5675396217334	511145.183:AR2	regulon
fig|511145.183.peg.1134	96.5675396217334	511145.183:lolCDE	operon
fig|511145.183.peg.1135	87.584058550434	511145.183:AR2	regulon
fig|511145.183.peg.1135	87.584058550434	511145.183:lolCDE	operon
fig|511145.183.peg.111	88.4018306452395	511145.183:AR2	regulon
fig|511145.183.peg.111	88.4018306452395	511145.183:ampDE	operon
fig|511145.183.peg.1153	71.9975496705369	511145.183:AR2	regulon
fig|511145.183.peg.1153	71.9975496705369	511145.183:rluE-nudJ	operon
fig|511145.183.peg.1154	83.8904817051263	511145.183:AR2	regulon
fig|511145.183.peg.1154	83.8904817051263	511145.183:rluE-nudJ	operon
fig|511145.183.peg.113	172.874966284409	511145.183:ArcA-1	modulon
fig|511145.183.peg.113	172.874966284409	511145.183:AR2	regulon
fig|511145.183.peg.113	172.874966284409	511145.183:pdhR-aceEF-lpd	operon
fig|511145.183.peg.1167	115.078194715635	511145.183:AR2	regulon
fig|511145.183.peg.1167	115.078194715635	511145.183:ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	operon
fig|511145.183.peg.1169	48.2334411712551	511145.183:AR2	regulon
fig|511145.183.peg.1169	48.2334411712551	511145.183:ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	operon
fig|511145.183.peg.1170	54.2574297256776	511145.183:AR2	regulon
fig|511145.183.peg.1170	54.2574297256776	511145.183:ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	operon
fig|511145.183.peg.1175	42.0745135476502	511145.183:AR2	regulon
fig|511145.183.peg.1175	42.0745135476502	511145.183:pinE	operon
fig|511145.183.peg.1179	100.437205910923	511145.183:AR2	regulon
fig|511145.183.peg.1179	100.437205910923	511145.183:bluR	operon
fig|511145.183.peg.1206	95.8312898808022	511145.183:AR2	regulon
fig|511145.183.peg.1206	95.8312898808022	511145.183:nhaB	operon
fig|511145.183.peg.1214	69.3989394325251	511145.183:AR2	regulon
fig|511145.183.peg.1214	69.3989394325251	511145.183:emtA	operon
fig|511145.183.peg.1248	71.5437115291138	511145.183:AR2	regulon
fig|511145.183.peg.1248	71.5437115291138	511145.183:narXL	operon
fig|511145.183.peg.123	108.416508393114	511145.183:Copper	modulon
fig|511145.183.peg.123	108.416508393114	511145.183:Zinc	modulon
fig|511145.183.peg.123	108.416508393114	511145.183:AR2	regulon
fig|511145.183.peg.123	108.416508393114	511145.183:cueO	operon
fig|511145.183.peg.1274	99.555176532739	511145.183:AR2	regulon
fig|511145.183.peg.1274	99.555176532739	511145.183:clsA-yciU	operon
fig|511145.183.peg.1294	92.7461961787653	511145.183:AR2	regulon
fig|511145.183.peg.1294	92.7461961787653	511145.183:yciK-btuR	operon
fig|511145.183.peg.1295	92.9850389603574	511145.183:AR2	regulon
fig|511145.183.peg.1295	92.9850389603574	511145.183:yciK-btuR	operon
fig|511145.183.peg.1298	142.021395065916	511145.183:AR2	regulon
fig|511145.183.peg.1298	142.021395065916	511145.183:topA	operon
fig|511145.183.peg.1305	74.2314766157968	511145.183:AR2	regulon
fig|511145.183.peg.1305	74.2314766157968	511145.183:pgpB	operon
fig|511145.183.peg.127	92.803163776347	511145.183:AR2	regulon
fig|511145.183.peg.127	92.803163776347	511145.183:yadGH	operon
fig|511145.183.peg.1319	67.2606787172466	511145.183:AR2	regulon
fig|511145.183.peg.1319	67.2606787172466	511145.183:sapABCDF	operon
fig|511145.183.peg.128	96.8607698708375	511145.183:AR2	regulon
fig|511145.183.peg.128	96.8607698708375	511145.183:yadGH	operon
fig|511145.183.peg.1321	80.6841581856965	511145.183:AR2	regulon
fig|511145.183.peg.1321	80.6841581856965	511145.183:sapABCDF	operon
fig|511145.183.peg.1326	92.9116772399611	511145.183:ArcA-1	modulon
fig|511145.183.peg.1326	92.9116772399611	511145.183:PuuR	modulon
fig|511145.183.peg.1326	92.9116772399611	511145.183:AR2	regulon
fig|511145.183.peg.1326	92.9116772399611	511145.183:puuAP	operon
fig|511145.183.peg.1327	67.9879253174729	511145.183:ArcA-1	modulon
fig|511145.183.peg.1327	67.9879253174729	511145.183:PuuR	modulon
fig|511145.183.peg.1327	67.9879253174729	511145.183:AR2	regulon
fig|511145.183.peg.1327	67.9879253174729	511145.183:puuDRCBE	operon
fig|511145.183.peg.1328	68.7632353455106	511145.183:PuuR	modulon
fig|511145.183.peg.1328	68.7632353455106	511145.183:AR2	regulon
fig|511145.183.peg.1328	68.7632353455106	511145.183:puuDRCBE	operon
fig|511145.183.peg.1329	84.905587926538	511145.183:PuuR	modulon
fig|511145.183.peg.1329	84.905587926538	511145.183:AR2	regulon
fig|511145.183.peg.1329	84.905587926538	511145.183:puuDRCBE	operon
fig|511145.183.peg.1330	69.7670027073421	511145.183:PuuR	modulon
fig|511145.183.peg.1330	69.7670027073421	511145.183:AR2	regulon
fig|511145.183.peg.1330	69.7670027073421	511145.183:puuDRCBE	operon
fig|511145.183.peg.1331	79.4760584152487	511145.183:PuuR	modulon
fig|511145.183.peg.1331	79.4760584152487	511145.183:AR2	regulon
fig|511145.183.peg.1331	79.4760584152487	511145.183:puuDRCBE	operon
fig|511145.183.peg.1339	36.798748758603	511145.183:AR2	regulon
fig|511145.183.peg.1339	36.798748758603	511145.183:ycjMNOPQRSTUV-ymjB	operon
fig|511145.183.peg.1351	99.1449895132122	511145.183:RpoH	modulon
fig|511145.183.peg.1351	99.1449895132122	511145.183:AR2	regulon
fig|511145.183.peg.1351	99.1449895132122	511145.183:ycjXF-tyrR	operon
fig|511145.183.peg.1353	128.47457082658	511145.183:AR2	regulon
fig|511145.183.peg.1353	128.47457082658	511145.183:ycjXF-tyrR	operon
fig|511145.183.peg.1355	100.666528509066	511145.183:AR2	regulon
fig|511145.183.peg.1355	100.666528509066	511145.183:ycjG	operon
fig|511145.183.peg.1371	71.5600653090856	511145.183:deletion-2	modulon
fig|511145.183.peg.1371	71.5600653090856	511145.183:AR2	regulon
fig|511145.183.peg.1371	71.5600653090856	511145.183:smrA	operon
fig|511145.183.peg.1375	62.2334230714514	511145.183:deletion-2	modulon
fig|511145.183.peg.1375	62.2334230714514	511145.183:AR2	regulon
fig|511145.183.peg.1375	62.2334230714514	511145.183:dbpA	operon
fig|511145.183.peg.1376	68.3290494932233	511145.183:deletion-2	modulon
fig|511145.183.peg.1376	68.3290494932233	511145.183:AR2	regulon
fig|511145.183.peg.1376	68.3290494932233	511145.183:ttcA	operon
fig|511145.183.peg.1396	48.4131547191368	511145.183:AR2	regulon
fig|511145.183.peg.1396	48.4131547191368	511145.183:ynaK-ydaY	operon
fig|511145.183.peg.1413	112.043420610623	511145.183:deletion-2	modulon
fig|511145.183.peg.1413	112.043420610623	511145.183:SoxS	modulon
fig|511145.183.peg.1413	112.043420610623	511145.183:AR2	regulon
fig|511145.183.peg.1413	112.043420610623	511145.183:ydbK-ompN	operon
fig|511145.183.peg.1415	118.143382287681	511145.183:deletion-2	modulon
fig|511145.183.peg.1415	118.143382287681	511145.183:uncharacterized-1	modulon
fig|511145.183.peg.1415	118.143382287681	511145.183:yheO-KO	modulon
fig|511145.183.peg.1415	118.143382287681	511145.183:AR2	regulon
fig|511145.183.peg.1415	118.143382287681	511145.183:hslJ	operon
fig|511145.183.peg.1434	67.2501294046974	511145.183:deletion-2	modulon
fig|511145.183.peg.1434	67.2501294046974	511145.183:AR2	regulon
fig|511145.183.peg.1434	67.2501294046974	511145.183:paaABCDEFGHIJK	operon
fig|511145.183.peg.1450	93.5512040296752	511145.183:deletion-2	modulon
fig|511145.183.peg.1450	93.5512040296752	511145.183:AR2	regulon
fig|511145.183.peg.1450	93.5512040296752	511145.183:azoR	operon
fig|511145.183.peg.1467	76.5729739216949	511145.183:deletion-2	modulon
fig|511145.183.peg.1467	76.5729739216949	511145.183:AR2	regulon
fig|511145.183.peg.1467	76.5729739216949	511145.183:tehAB	operon
fig|511145.183.peg.1468	64.7569875559373	511145.183:deletion-2	modulon
fig|511145.183.peg.1468	64.7569875559373	511145.183:AR2	regulon
fig|511145.183.peg.1468	64.7569875559373	511145.183:tehAB	operon
fig|511145.183.peg.143	53.29273087565	511145.183:AR2	regulon
fig|511145.183.peg.143	53.29273087565	511145.183:pcnB-folK	operon
fig|511145.183.peg.1476	55.4461459523655	511145.183:deletion-2	modulon
fig|511145.183.peg.1476	55.4461459523655	511145.183:AR2	regulon
fig|511145.183.peg.1476	55.4461459523655	511145.183:rlhA	operon
fig|511145.183.peg.1483	65.3235012086599	511145.183:Crp-1	modulon
fig|511145.183.peg.1483	65.3235012086599	511145.183:deletion-2	modulon
fig|511145.183.peg.1483	65.3235012086599	511145.183:Nac	modulon
fig|511145.183.peg.1483	65.3235012086599	511145.183:AR2	regulon
fig|511145.183.peg.1483	65.3235012086599	511145.183:ydcSTUV-patD	operon
fig|511145.183.peg.1508	68.6300561241822	511145.183:deletion-2	modulon
fig|511145.183.peg.1508	68.6300561241822	511145.183:EvgA	modulon
fig|511145.183.peg.1508	68.6300561241822	511145.183:AR2	regulon
fig|511145.183.peg.1508	68.6300561241822	511145.183:narZYWV	operon
fig|511145.183.peg.1518	59.9370697265088	511145.183:nitrate-related	modulon
fig|511145.183.peg.1518	59.9370697265088	511145.183:AR2	regulon
fig|511145.183.peg.1518	59.9370697265088	511145.183:fdnGHI	operon
fig|511145.183.peg.1520	101.88441628987	511145.183:deletion-2	modulon
fig|511145.183.peg.1520	101.88441628987	511145.183:AR2	regulon
fig|511145.183.peg.1520	101.88441628987	511145.183:yddM	operon
fig|511145.183.peg.148	88.022705330802	511145.183:AR2	regulon
fig|511145.183.peg.148	88.022705330802	511145.183:thpR	operon
fig|511145.183.peg.1557	55.4107069366083	511145.183:AR2	regulon
fig|511145.183.peg.1557	55.4107069366083	511145.183:lsrACDBFG-tam	operon
fig|511145.183.peg.1560	54.9196996461944	511145.183:AR2	regulon
fig|511145.183.peg.1560	54.9196996461944	511145.183:lsrACDBFG-tam	operon
fig|511145.183.peg.152	100.045134846754	511145.183:Fur-2	modulon
fig|511145.183.peg.152	100.045134846754	511145.183:AR2	regulon
fig|511145.183.peg.152	100.045134846754	511145.183:fhuACDB	operon
fig|511145.183.peg.1568	60.1331917718994	511145.183:YneJ	modulon
fig|511145.183.peg.1568	60.1331917718994	511145.183:AR2	regulon
fig|511145.183.peg.1568	60.1331917718994	511145.183:glsB-yneG	operon
fig|511145.183.peg.153	97.7137320522031	511145.183:Fur-1	modulon
fig|511145.183.peg.153	97.7137320522031	511145.183:Fur-2	modulon
fig|511145.183.peg.153	97.7137320522031	511145.183:AR2	regulon
fig|511145.183.peg.153	97.7137320522031	511145.183:fhuACDB	operon
fig|511145.183.peg.1578	44.4633285096573	511145.183:Lrp	modulon
fig|511145.183.peg.1578	44.4633285096573	511145.183:AR2	regulon
fig|511145.183.peg.1578	44.4633285096573	511145.183:ydeE	operon
fig|511145.183.peg.1583	74.4082734685517	511145.183:AR2	regulon
fig|511145.183.peg.1583	74.4082734685517	511145.183:dcp	operon
fig|511145.183.peg.1585	128.410459025466	511145.183:AR2	regulon
fig|511145.183.peg.1585	128.410459025466	511145.183:ydfH	operon
fig|511145.183.peg.157	90.9100247192892	511145.183:AR2	regulon
fig|511145.183.peg.157	90.9100247192892	511145.183:clcA	operon
fig|511145.183.peg.1630	72.8421749309466	511145.183:AR2	regulon
fig|511145.183.peg.1630	72.8421749309466	511145.183:ynfA	operon
fig|511145.183.peg.159	73.3642806788801	511145.183:AR2	regulon
fig|511145.183.peg.159	73.3642806788801	511145.183:mtn-btuF-yadS	operon
fig|511145.183.peg.1643	49.6892328210053	511145.183:AR2	regulon
fig|511145.183.peg.1643	49.6892328210053	511145.183:ynfL	operon
fig|511145.183.peg.160	78.8520594305216	511145.183:AR2	regulon
fig|511145.183.peg.160	78.8520594305216	511145.183:mtn-btuF-yadS	operon
fig|511145.183.peg.1655	82.3205369552177	511145.183:ArcA-1	modulon
fig|511145.183.peg.1655	82.3205369552177	511145.183:AR2	regulon
fig|511145.183.peg.1655	82.3205369552177	511145.183:ydgC	operon
fig|511145.183.peg.1667	106.484866613758	511145.183:AR2	regulon
fig|511145.183.peg.1667	106.484866613758	511145.183:uidR	operon
fig|511145.183.peg.1673	107.436776772816	511145.183:AR2	regulon
fig|511145.183.peg.1673	107.436776772816	511145.183:ydgJ	operon
fig|511145.183.peg.1678	81.0303237997546	511145.183:AR2	regulon
fig|511145.183.peg.1678	81.0303237997546	511145.183:ydgK-rsxABCDGE-nth	operon
fig|511145.183.peg.1679	52.2992527502721	511145.183:AR2	regulon
fig|511145.183.peg.1679	52.2992527502721	511145.183:ydgK-rsxABCDGE-nth	operon
fig|511145.183.peg.1680	63.6615818567347	511145.183:AR2	regulon
fig|511145.183.peg.1680	63.6615818567347	511145.183:ydgK-rsxABCDGE-nth	operon
fig|511145.183.peg.1681	64.9950799848755	511145.183:AR2	regulon
fig|511145.183.peg.1681	64.9950799848755	511145.183:ydgK-rsxABCDGE-nth	operon
fig|511145.183.peg.1686	97.8848608346468	511145.183:AR2	regulon
fig|511145.183.peg.1686	97.8848608346468	511145.183:pdxH-tyrS-pdxY	operon
fig|511145.183.peg.1690	70.1260432549069	511145.183:AR2	regulon
fig|511145.183.peg.1690	70.1260432549069	511145.183:anmK	operon
fig|511145.183.peg.164	71.9078935763526	511145.183:CdaR	modulon
fig|511145.183.peg.164	71.9078935763526	511145.183:AR2	regulon
fig|511145.183.peg.164	71.9078935763526	511145.183:cdaR	operon
fig|511145.183.peg.1700	52.5853728814907	511145.183:AR2	regulon
fig|511145.183.peg.1700	52.5853728814907	511145.183:nemRA-gloA	operon
fig|511145.183.peg.1703	84.0455917476493	511145.183:AR2	regulon
fig|511145.183.peg.1703	84.0455917476493	511145.183:rnt-lhr	operon
fig|511145.183.peg.1716	99.4800705168146	511145.183:AR2	regulon
